access_state,access_city,year_access,count_physician
PR,PAICANDU,2022,96
ES,DIVINO DE SAO LOURENCO,2022,33
MG,CENTRALINA,2022,59
MA,SANTA HELENA,2024,23
RS,MATA,2021,11
SP,SANTO ANDRE,2021,3550
SP,MAUA,2022,943
AM,IRANDUBA,2024,30
PR,MARIALVA,2024,72
SP,CAJAMAR,2022,157
RS,AMETISTA DO SUL,2021,20
RS,RIO PARDO,2024,26
SP,PIRAPORA DO BOM JESUS,2022,59
PR,ATALAIA,2021,37
PR,CAMPO DO TENENTE,2021,17
PB,RIACHO DE SANTO ANTONIO,2023,12
MG,CONFINS,2022,54
GO,DAVINOPOLIS,2021,2
MG,SAO SEBASTIAO DO ANTA,2022,9
RS,CAMPOS BORGES,2021,125
SC,GUARUJA DO SUL,2022,7
PI,SAO JOSE DO DIVINO,2023,9
RS,PANTANO GRANDE,2024,4
SP,SAO PAULO,2024,46941
ES,IBATIBA,2021,39
MG,RAUL SOARES,2022,69
SC,SOMBRIO,2021,49
SP,SANTANA DE PARNAIBA,2022,903
CE,TABULEIRO DO NORTE,2021,104
ES,IUNA,2023,55
AL,SAO PAULO,2023,30
RS,FLORES DA CUNHA,2021,297
RS,FAGUNDES VARELA,2023,22
MG,CAPETINGA,2022,12
RJ,ENGENHEIRO PAULO DE FRONTIN,2023,26
PR,CAMPINA GRANDE DO SUL,2024,127
MG,GUAPE,2023,18
SP,GARCA,2023,239
MG,NOVA UNIAO,2023,22
SC,CATANDUVAS,2024,24
SP,JULIO MESQUITA,2022,3
SP,RIO GRANDE DA SERRA,2022,110
ES,CONCEICAO DO CASTELO,2021,10
SP,SANTA ISABEL,2023,66
SP,PRAIA GRANDE,2023,1077
RS,SANTO AUGUSTO,2021,48
RS,IBIRUBA,2021,67
MG,BETIM,2022,1778
MG,NANUQUE,2021,58
PA,VIGIA,2021,244
AM,CAREIRO DA VARZEA,2023,20
SC,SAO MIGUEL DO OESTE,2023,94
PR,AGUDOS DO SUL,2024,38
BA,ITAMBE,2024,24
AM,RIO PRETO DA EVA,2021,4
PA,CONCORDIA DO PARA,2024,18
SC,SAO JOAO DO SUL,2023,8
MG,SANTA BARBARA DO LESTE,2023,13
RS,NOVA SANTA RITA,2022,193
RS,JULIO DE CASTILHOS,2024,22
BA,CANDEIAS,2024,125
MG,IGARAPE,2024,108
RS,GUAPORE,2021,60
RJ,TANGUA,2024,11
PR,FLORESTA,2021,77
ES,SANTA MARIA DE JETIBA,2021,82
RS,NOVA BASSANO,2024,21
RS,DOM PEDRITO,2023,29
RS,VILA FLORES,2024,2
MG,CASCALHO RICO,2024,3
PR,MARINGA,2021,1930
RJ,CAMPOS DOS GOYTACAZES,2021,788
PA,ACARA,2021,45
ES,SOORETAMA,2023,58
SP,OSASCO,2023,2457
RJ,VOLTA REDONDA,2021,1203
MG,CANAPOLIS,2022,37
RJ,BELFORD ROXO,2024,217
RS,PANAMBI,2024,125
MG,RIO ACIMA,2021,90
PR,PIEN,2021,27
PE,ITAMBE,2023,63
GO,TRES RANCHOS,2021,8
PA,BELO HORIZONTE,2021,2
SP,SAO PAULO,2023,41888
SC,SAO MIGUEL DO OESTE,2024,145
PE,FLORESTA,2021,94
RS,NOVA PRATA,2021,138
RJ,SAO JOAO DA BARRA,2024,79
RJ,BARRA MANSA,2022,555
RS,ESPUMOSO,2021,101
MG,PRATA,2024,53
MG,MANTENA,2021,56
MG,SANTA FE DE MINAS,2021,5
RJ,RIO CLARO,2021,80
PB,CUBATI,2021,23
BA,PARAMIRIM,2022,45
SP,RIBEIRAO PIRES,2024,67
MG,MARIO CAMPOS,2022,33
MG,POTE,2023,12
MG,CLARAVAL,2024,14
MS,BOA VISTA,2022,2
PR,ADRIANOPOLIS,2023,6
BA,ITANAGRA,2023,2
PA,MARITUBA,2021,3
AL,SAO PAULO,2022,11
SP,SAO SIMAO,2022,7
PR,OURIZONA,2021,2
MG,LADAINHA,2021,5
ES,LARANJA DA TERRA,2022,5
PB,AREIAL,2021,3
ES,SANTA MARIA,2023,1
PR,PRESIDENTE CASTELO BRANCO,2024,4
MG,PASSA TEMPO,2023,4
MG,MOEDA,2024,1
MG,POMPEIA,2022,1
RS,NOVA PADUA,2021,3
RS,SERTAO,2024,6
RO,NOVA UNIAO,2024,6
RS,JOIA,2024,9
SC,BANDEIRANTE,2023,8
RS,GRAMADO XAVIER,2021,3
TO,BELO HORIZONTE,2023,1
PB,BARRA DE SANTANA,2023,8
SC,PRAIA GRANDE,2024,3
RS,CAMBARA DO SUL,2021,4
MG,SARZEDO,2024,9
RS,SAO VICENTE DO SUL,2022,12
RS,CONDOR,2022,10
SP,SAO SIMAO,2024,3
ES,SAO JOSE DO CALCADO,2022,4
SC,TUNAPOLIS,2023,12
PR,DOUTOR ULYSSES,2024,7
RN,VERA CRUZ,2023,13
RS,NOVO TIRADENTES,2023,14
PB,SAO PAULO,2021,10
ES,IBIRACU,2024,11
SC,ZORTEA,2023,6
RR,IRACEMA,2022,1
RS,IRAI,2024,1
BA,JUSSIAPE,2021,10
RS,MATA,2024,2
RS,IPE,2023,8
SC,BANDEIRANTE,2024,5
SC,JACINTO MACHADO,2022,8
PA,BUJARU,2022,5
PR,ITAMBE,2024,14
AM,CAREIRO,2023,6
RS,SERTAO,2023,3
RS,PEJUCARA,2021,6
RS,SAO VALENTIM DO SUL,2024,4
CE,JAGUARIBARA,2021,1
RS,PARAI,2024,10
AM,MANAQUIRI,2024,16
RS,SINIMBU,2023,6
MG,CONQUISTA,2022,8
MG,ARAPORA,2024,12
RS,NICOLAU VERGUEIRO,2024,2
RS,MANOEL VIANA,2023,12
RS,MATO CASTELHANO,2021,6
SP,LAPA,2022,2
SP,LUIS ANTONIO,2024,9
RS,CAICARA,2022,1
SC,BALNEARIO ARROIO DO SILVA,2024,19
MG,VISTA ALEGRE,2022,4
RS,QUARAI,2022,17
RS,AUGUSTO PESTANA,2022,2
SC,PARAISO,2023,8
AM,NITEROI,2021,6
ES,DORES DO RIO PRETO,2023,5
MG,CONQUISTA,2023,7
RS,SAO VALERIO DO SUL,2021,10
SC,SANTA CECILIA,2023,14
BA,ITANAGRA,2021,4
RS,QUARAI,2021,14
SP,QUINTANA,2024,1
PR,IGUARACU,2024,3
CE,SAO JOAO DO JAGUARIBE,2021,10
RS,TAVARES,2021,3
SP,GALIA,2024,10
ES,BOM JESUS DO NORTE,2023,2
RS,CORONEL BARROS,2023,4
PB,SAO GONCALO,2021,1
SC,JARDINOPOLIS,2024,4
SP,SANTA ERNESTINA,2022,3
ES,APIACA,2022,10
PB,SAO SEBASTIAO DE LAGOA DE ROCA,2023,4
SC,OURO,2021,5
RS,SELBACH,2021,1
PR,FLORAI,2023,6
RS,CARAA,2022,8
CE,IRACEMA,2021,1
RS,SANTO AUGUSTO,2024,8
SC,VARGEM BONITA,2022,3
GO,OUVIDOR,2022,17
RS,CAMPESTRE DA SERRA,2021,5
SP,CAJURU,2023,1
MG,OLARIA,2021,6
RS,SILVEIRA MARTINS,2022,10
MG,MOEDA,2022,4
RS,PINHAL GRANDE,2022,7
MG,IBIAI,2021,11
RS,SAO JOAO DO POLESINE,2023,6
PB,GURJAO,2024,11
RS,INHACORA,2022,3
MG,BELMIRO BRAGA,2023,3
SP,SAO SIMAO,2023,4
RS,MANOEL VIANA,2022,3
PB,TAPEROA,2023,6
TO,CACHOEIRINHA,2021,3
RS,PARAI,2022,12
SC,ZORTEA,2021,1
AM,RIO PRETO DA EVA,2024,9
MG,BOCAINA DE MINAS,2021,9
SC,ROMELANDIA,2022,3
BA,SANTA LUZIA,2022,2
SC,BANDEIRANTE,2022,2
ES,SAO JOSE DO CALCADO,2021,6
RS,MATA,2023,2
SC,SANTA CECILIA,2022,5
MG,PONTO CHIQUE,2024,7
RS,ALTO FELIZ,2023,13
PB,SERRA REDONDA,2022,11
MG,CORONEL PACHECO,2023,2
RS,CORONEL BICACO,2024,9
SC,TIMBE DO SUL,2022,14
RS,MATO LEITAO,2023,3
PB,BOA VISTA,2021,4
RS,NOVO TIRADENTES,2024,2
PA,MANAUS,2021,5
RN,SAO PAULO,2022,3
SC,ERMO,2021,2
RS,PEDRAS ALTAS,2023,3
PB,RIACHO DE SANTO ANTONIO,2021,1
PI,SAO JOSE DO DIVINO,2022,3
PB,INGA,2022,21
MG,OLARIA,2022,1
PB,TENORIO,2023,4
MG,MONTE FORMOSO,2023,2
MG,MENDES PIMENTEL,2023,9
PB,SAO JOAO DO CARIRI,2022,5
MG,MENDES PIMENTEL,2021,16
BA,DOM BASILIO,2021,7
PB,JUNCO DO SERIDO,2022,8
MG,OURO VERDE DE MINAS,2023,2
PR,UNIFLOR,2024,1
PB,PUXINANA,2023,2
MS,PONTAL,2021,8
BA,JUSSIAPE,2023,8
SC,ANCHIETA,2021,4
SP,GUAIMBE,2023,5
PR,FLORIDA,2024,3
AL,BELEM,2024,3
PB,MONTADAS,2024,7
PB,ALGODAO DE JANDAIRA,2024,8
RS,MONTAURI,2021,4
ES,SANTA LEOPOLDINA,2022,14
PB,CARAUBAS,2024,4
RS,BOA VISTA DO SUL,2021,2
MG,MESQUITA,2023,4
CE,SAO PAULO,2021,2
PB,SANTA HELENA,2023,4
PB,MONTADAS,2021,4
PB,MATINHAS,2024,2
SC,PRINCESA,2023,11
RS,DONA FRANCISCA,2021,4
SP,CAMPOS NOVOS PAULISTA,2023,7
PI,BELO HORIZONTE,2022,6
RS,SERTAO SANTANA,2021,9
PB,POCINHOS,2022,7
RS,SANTA BARBARA DO SUL,2021,17
MG,ARAPORA,2022,6
SC,PRINCESA,2022,18
MG,OURO VERDE DE MINAS,2022,3
RS,BARAO,2024,6
RS,FORMIGUEIRO,2021,6
MG,AGUA COMPRIDA,2024,1
RS,JOIA,2023,7
RS,VISTA ALEGRE,2024,4
ES,LARANJA DA TERRA,2023,4
GO,NOVA AURORA,2023,3
MG,NOVA PONTE,2021,14
ES,DORES DO RIO PRETO,2024,8
MG,INDIANOPOLIS,2021,8
SC,VARGEM BONITA,2024,4
BA,RIO DE CONTAS,2022,22
RS,SAO PAULO,2021,5
RS,SAO FRANCISCO DE ASSIS,2024,16
RS,JOIA,2022,1
TO,SALVADOR,2024,1
GO,CAMPO ALEGRE DE GOIAS,2022,6
AM,SAO PAULO,2022,3
PR,MANDIRITUBA,2022,22
PB,INGA,2024,13
RS,SELBACH,2022,16
SP,SANTO ANTONIO DA ALEGRIA,2021,2
MG,PONTO DOS VOLANTES,2023,7
RS,IPE,2024,2
AM,NOVA OLINDA DO NORTE,2022,4
MG,CHIADOR,2023,1
SC,DIONISIO CERQUEIRA,2021,11
MG,CLARAVAL,2021,5
SC,DESCANSO,2024,14
PB,CABACEIRAS,2021,4
MG,VARGEM BONITA,2024,12
SP,CAMPOS NOVOS PAULISTA,2022,7
RS,MANOEL VIANA,2024,6
RS,SAO MARTINHO DA SERRA,2021,10
RS,DONA FRANCISCA,2022,1
MG,PIEDADE DOS GERAIS,2022,13
SC,LUZERNA,2023,7
PB,BARRA DE SAO MIGUEL,2023,6
RS,COTIPORA,2022,7
RR,SAO PAULO,2021,1
SC,ITAPIRANGA,2023,24
RS,MONTAURI,2024,2
PR,SAO JORGE DO IVAI,2024,8
GO,CAMPO ALEGRE DE GOIAS,2021,9
PR,TUNAS DO PARANA,2024,5
MG,VERMELHO NOVO,2021,19
MG,CONQUISTA,2024,12
PB,BARRA DE SAO MIGUEL,2022,9
MG,SIMAO PEREIRA,2023,4
RS,ITAARA,2023,12
MG,PONTO CHIQUE,2023,8
MG,UBAPORANGA,2024,3
SC,SANTA CECILIA,2021,10
RR,ALTO ALEGRE,2024,7
RS,DONA FRANCISCA,2024,2
SC,ZORTEA,2022,20
MG,TAQUARACU DE MINAS,2022,3
SP,SANTA CRUZ DA ESPERANCA,2021,1
RS,MOSTARDAS,2021,10
AL,ATALAIA,2023,2
MG,EWBANK DA CAMARA,2024,2
SC,ERVAL VELHO,2021,2
PB,CAICARA,2021,1
RS,CRISTAL DO SUL,2024,10
MS,RIO NEGRO,2021,1
RS,QUINZE DE NOVEMBRO,2021,3
MG,VISTA ALEGRE,2023,7
RS,CANDIOTA,2023,8
PB,SANTA CECILIA,2022,2
SC,FLOR DO SERTAO,2023,4
MG,CATUJI,2023,7
MG,CENTRAL DE MINAS,2024,4
MG,FRANCISCOPOLIS,2024,1
MG,UBAPORANGA,2021,4
MG,MESQUITA,2021,2
RS,CARAA,2024,2
SC,SAO PAULO,2023,3
AM,CAREIRO DA VARZEA,2021,1
MG,NOVA MODICA,2022,2
PI,NOVA SANTA RITA,2024,1
RS,PEJUCARA,2024,8
SC,OURO,2022,3
SP,SANTO ANTONIO DA ALEGRIA,2022,1
SC,TUNAPOLIS,2024,3
SC,BARRA BONITA,2021,8
BA,SAO PAULO,2023,2
MT,SANTA HELENA,2021,1
MG,AGUA COMPRIDA,2021,4
PR,MUNHOZ DE MELO,2021,3
PI,LAGOA SECA,2022,4
BA,FLORESTA,2022,6
RS,LAGOA DOS TRES CANTOS,2022,5
PB,SANTO ANDRE,2024,6
SP,FERNAO,2021,5
SP,ORIENTE,2021,6
SC,PARAISO,2024,3
BA,CANAPOLIS,2023,4
RS,NOVA RAMADA,2022,4
SP,CACHOEIRINHA,2021,2
SP,GUAIMBE,2022,3
SC,TUNAPOLIS,2021,3
RS,QUINZE DE NOVEMBRO,2024,2
MG,SERRA AZUL,2022,8
PE,SAO PAULO,2022,3
MG,SANTA JULIANA,2023,4
MG,SERRA DOS AIMORES,2022,11
RS,PINHAL GRANDE,2023,2
SP,ALTO ALEGRE,2022,3
BA,SANTA LUZIA,2024,2
SP,FERNAO,2022,6
MG,CAMPANARIO,2022,2
PB,GURJAO,2021,2
GO,OUVIDOR,2024,2
RS,IRAI,2021,12
MG,SANTANA DO DESERTO,2022,3
RS,BOA VISTA DO SUL,2022,2
RS,SAO PAULO,2022,3
AM,CAREIRO DA VARZEA,2024,2
RS,VICTOR GRAEFF,2021,4
PR,IVATUBA,2021,1
RS,ACEGUA,2022,2
RS,JOIA,2021,1
CE,JAGUARIBARA,2023,3
ES,NOVA ESPERANCA,2024,3
RS,TAVARES,2022,2
MG,NOVA BELEM,2023,6
RS,VALE DO SOL,2022,3
MG,RIO PRETO,2023,3
RS,VALE REAL,2023,7
MG,LADAINHA,2022,4
RS,VICTOR GRAEFF,2022,1
PE,CANDEIAS,2024,2
MG,MESQUITA,2024,2
RS,NOVA PADUA,2022,4
MG,VERMELHO NOVO,2022,3
RJ,VARGEM ALEGRE,2021,2
RJ,VARGEM ALEGRE,2023,2
MG,OLIVEIRA FORTES,2022,3
RS,JABOTICABA,2021,2
SP,ALVINLANDIA,2023,2
PA,SAO CAETANO DE ODIVELAS,2023,3
RS,NICOLAU VERGUEIRO,2023,7
RN,MORADA NOVA,2021,2
SC,JABORA,2021,9
SP,QUINTANA,2021,1
PR,TUNAS DO PARANA,2021,1
MA,SANTO AMARO,2023,2
MG,OURO VERDE DE MINAS,2021,1
CE,LAPA,2024,1
ES,DIVINO DE SAO LOURENCO,2024,7
MG,BOA VISTA,2024,4
RS,BOA VISTA,2021,4
ES,CONCEICAO DO CASTELO,2024,5
PB,ALGODAO DE JANDAIRA,2021,1
SC,NITEROI,2024,2
RS,IRAI,2023,6
PR,BALSA NOVA,2023,1
PR,ADRIANOPOLIS,2022,6
PA,SAO CAETANO DE ODIVELAS,2024,3
PI,SAO PAULO,2022,4
PB,SAO SEBASTIAO DE LAGOA DE ROCA,2024,4
SC,SAO JOAO DO SUL,2021,3
SC,ALVORADA,2024,2
MG,POTE,2022,12
MG,CORREGO NOVO,2023,4
MG,BIAS FORTES,2021,5
SP,CAJURU,2024,4
PI,BELO HORIZONTE,2023,3
RS,CORONEL BARROS,2022,2
RS,ANDRE DA ROCHA,2022,3
BA,CATURAMA,2022,5
PB,RIACHAO DO BACAMARTE,2023,4
PB,PUXINANA,2024,1
RS,NOVO TIRADENTES,2021,2
PR,ATALAIA,2023,3
SC,ABDON BATISTA,2021,3
PR,SAO JORGE DO IVAI,2021,2
PR,SERTAOZINHO,2022,3
RS,CRISTAL DO SUL,2023,1
PB,MONTADAS,2023,1
PI,SAO PAULO,2021,2
GO,ANHANGUERA,2024,1
PR,PRESIDENTE CASTELO BRANCO,2021,5
MG,GOIANA,2023,1
RS,IPE,2021,3
GO,NOVA AURORA,2022,5
RS,TOROPI,2024,2
PA,BOA VISTA,2022,2
MG,DELTA,2024,3
SC,ANCHIETA,2023,1
MG,CORREGO NOVO,2021,1
RS,GUABIJU,2023,2
RJ,SANTA LUZIA,2023,1
PR,IGUARACU,2021,2
SP,ALVINLANDIA,2024,1
RS,QUEVEDOS,2023,3
GO,SAO JORGE,2024,1
RS,QUINZE DE NOVEMBRO,2023,5
PB,JUNCO DO SERIDO,2024,1
SP,ANHANGUERA,2023,1
MG,BIAS FORTES,2022,1
RS,SAO VALENTIM DO SUL,2022,3
RS,SAO VALENTIM DO SUL,2023,7
RS,DOIS LAJEADOS,2022,3
RS,VISTA ALEGRE DO PRATA,2021,1
MG,SANTA FE DE MINAS,2024,4
RS,NICOLAU VERGUEIRO,2022,1
RJ,BELEM,2021,2
SP,SANTA ERNESTINA,2024,4
PE,SANTA MARIA,2021,2
MG,MONTE FORMOSO,2024,1
GO,ANHANGUERA,2022,3
MG,SANTA RITA DE MINAS,2024,6
SC,ROMELANDIA,2023,3
PB,SAO DOMINGOS DO CARIRI,2021,1
RS,SAO JOAO DO POLESINE,2024,8
RR,BONFIM,2021,3
MG,SERRA DOS AIMORES,2023,4
AM,NOVA OLINDA DO NORTE,2023,5
MG,SANTA FE DE MINAS,2023,4
SC,IBICARE,2022,1
PB,CARAUBAS,2022,4
GO,CUMARI,2023,2
PR,ANGULO,2021,3
PR,ITAPERUCU,2024,1
SP,ALVARO DE CARVALHO,2024,1
SP,PARAISO,2024,1
SP,ALTINOPOLIS,2024,2
SC,SALVADOR,2022,2
MG,FREI GASPAR,2021,4
RS,ACEGUA,2023,3
MG,PAIVA,2022,2
CE,JAGUARETAMA,2023,4
MG,GOIANA,2021,3
CE,SAO PAULO,2022,2
RS,BARAO DO TRIUNFO,2021,1
RS,ALMIRANTE TAMANDARE,2021,3
RS,ERNESTINA,2024,1
PR,PITANGUEIRAS,2021,3
MA,ALTO ALEGRE,2022,1
TO,CACHOEIRINHA,2022,1
RS,PEDRAS ALTAS,2021,1
SC,IBICARE,2021,1
MA,MATA,2021,2
RN,CAICARA,2021,1
GO,CAICARA,2022,3
SC,OURO,2023,3
SP,GUATAPARA,2022,1
SC,SAO JOAO DO SUL,2024,1
RS,ACEGUA,2021,3
MG,OLARIA,2023,1
RS,MONTE BELO DO SUL,2021,1
PB,SAO JOAO DO CARIRI,2021,2
SP,OCAUCU,2021,1
PB,PRATA,2022,2
PA,COLARES,2024,2
MG,MENDES PIMENTEL,2022,3
SC,SAO PAULO,2024,2
RS,FORTALEZA DOS VALOS,2024,3
RS,GRAMADO XAVIER,2023,2
MG,PESCADOR,2024,1
MG,NOVA BELEM,2024,1
AL,BELEM,2021,5
MG,PONTO CHIQUE,2022,6
GO,OUVIDOR,2021,1
GO,SANTA ISABEL,2022,1
MG,FORTALEZA DE MINAS,2024,2
RS,BARRA DO QUARAI,2023,1
MG,ALVARENGA,2023,3
PE,TERRA NOVA,2024,1
MG,NOVA UNIAO,2022,2
RS,MONTE BELO DO SUL,2023,1
MG,CATUJI,2022,1
MA,BELEM,2023,1
RS,GLORINHA,2023,1
SP,SANTA ERNESTINA,2023,1
SP,ANHANGUERA,2022,1
SC,DESCANSO,2021,1
RS,DOIS LAJEADOS,2024,1
PE,CANDEIAS,2022,4
SP,ALTO ALEGRE,2021,2
RJ,PARAISO,2022,1
PB,BOA VISTA,2023,2
CE,ERERE,2021,1
RS,FAGUNDES VARELA,2021,2
RO,SANTA LUZIA,2021,1
RS,CAICARA,2021,4
PR,TUNAS DO PARANA,2022,2
PB,BARRA DE SANTANA,2022,2
RS,JARI,2023,1
PB,POCINHOS,2024,1
CE,ALVORADA,2022,1
ES,DIVINO DE SAO LOURENCO,2021,1
MA,MATA,2022,1
RS,MATO CASTELHANO,2022,1
PR,ANGULO,2022,1
